"time (UTC)","pCO2 in water (ppm)","qc_pco2_water","pCO2 in air (ppm)","qc_pco2_air","O2 in water (%)","qc_o2_water","o2_air","O2 in air (%)"
"2023-09-19 00:00:00.000","760.7877","0","414.09583","0","18.941551","0","21.506382","0"
"2023-09-19 03:00:00.000","732.1547","0","414.72794","0","18.77741","0","21.42586","0"
"2023-09-19 06:00:00.000","703.0015","0","427.1424","0","18.60586","0","21.305346","0"
"2023-09-19 09:00:00.000","750.0515","0","417.3642","0","18.533104","0","21.427416","0"
"2023-09-19 12:00:00.000","893.1198","0","428.45862","0","18.31793","0","21.529137","0"
"2023-09-19 15:00:00.000","556.64185","0","425.30432","0","18.877413","0","21.553448","0"
"2023-09-19 18:00:00.000","407.245","0","413.42606","0","19.966724","0","21.659998","0"
"2023-09-19 21:00:00.000","408.49054","0","416.64362","0","20.801378","0","21.696898","0"
"2023-09-20 00:00:00.000","859.23883","0","412.18808","0","19.520344","0","21.553272","0"
"2023-09-20 03:00:00.000","474.10568","0","414.78604","0","20.102417","0","21.563965","0"
"2023-09-20 06:00:00.000","596.5241","0","420.61533","0","19.795174","0","21.467415","0"
"2023-09-20 09:00:00.000","650.1942","0","416.5788","0","19.563965","0","21.523796","0"
"2023-09-20 12:00:00.000","875.86707","0","423.78845","0","18.971554","0","21.505518","0"
"2023-09-20 15:00:00.000","873.0293","0","420.57617","0","18.599655","0","21.530518","0"
"2023-09-20 18:00:00.000","750.5428","0","413.45435","0","18.558104","0","21.595863","0"
"2023-09-20 21:00:00.000","416.2322","0","415.2112","0","20.135687","0","21.691551","0"
"2023-09-21 00:00:00.000","729.6166","0","416.3552","0","19.695002","0","21.65793","0"
"2023-09-21 03:00:00.000","368.6807","0","434.45673","0","20.767412","0","21.711554","0"
"2023-09-21 06:00:00.000","642.00653","0","431.8888","0","20.297758","0","21.591208","0"
"2023-09-21 09:00:00.000","708.2326","0","432.29413","0","19.548622","0","21.366898","0"
"2023-09-21 12:00:00.000","842.9223","0","436.2216","0","19.04586","0","21.382067","0"
"2023-09-21 15:00:00.000","848.4719","0","441.21585","0","18.77","0","21.475174","0"
"2023-09-21 18:00:00.000","721.04333","0","413.0195","0","18.826723","0","21.582932","0"
"2023-09-21 21:00:00.000","333.70798","0","417.35916","0","20.443966","0","21.619827","0"
"2023-09-22 00:00:00.000","629.04144","0","416.95844","0","20.139482","0","21.45948","0"
"2023-09-22 03:00:00.000","277.32","0","461.75464","0","21.608276","0","21.513449","0"
"2023-09-22 06:00:00.000","545.4664","0","444.83926","0","21.141895","0","21.454832","0"
"2023-09-22 09:00:00.000","607.42786","0","477.3552","0","20.418795","0","21.293278","0"
"2023-09-22 12:00:00.000","676.65015","0","445.15552","0","19.731726","0","21.172419","0"
"2023-09-22 15:00:00.000","866.4223","0","446.0548","0","19.064827","0","21.266726","0"
"2023-09-22 18:00:00.000","788.8164","0","432.53345","0","18.92207","0","21.437239","0"
